Date,open,high,low,close,volume,dividends,stock splits,capital gains
2024-02-14 00:00:00-05:00,153.05099953594737,153.77681840462904,152.50905714335667,153.6703643798828,11291300,0.0,0.0,0.0
2024-02-15 00:00:00-05:00,154.2800504814576,155.72201588945734,154.23165960554473,155.57684326171875,5846600,0.0,0.0,0.0
2024-02-16 00:00:00-05:00,155.0252367500126,155.89621349481345,154.72523397717725,154.87039184570312,5061200,0.0,0.0,0.0
2024-02-20 00:00:00-05:00,154.16393544311612,154.802659611405,154.10587229451227,154.5123291015625,6827700,0.0,0.0,0.0
2024-02-21 00:00:00-05:00,154.11556181922387,154.87041236923736,153.79619969932205,154.822021484375,4602900,0.0,0.0,0.0
2024-02-22 00:00:00-05:00,155.63492941435408,156.7575180541386,155.3058803008155,156.36074829101562,9128000,0.0,0.0,0.0
2024-02-23 00:00:00-05:00,156.71882283569164,157.17367053810898,156.41882004618736,156.77688598632812,6375200,0.0,0.0,0.0
2024-02-26 00:00:00-05:00,156.75752023064783,157.1736640711263,156.0413883798319,156.14784240722656,5164000,0.0,0.0,0.0
2024-02-27 00:00:00-05:00,156.65106919453416,156.8736642894973,156.31236256768202,156.83494567871094,4362900,0.0,0.0,0.0
2024-02-28 00:00:00-05:00,156.45750177725944,157.25107076865788,156.28331234996995,156.8929901123047,4296800,0.0,0.0,0.0
2024-02-29 00:00:00-05:00,157.6381788498444,157.95754092154615,156.88332841375757,157.54139709472656,6298500,0.0,0.0,0.0
2024-03-01 00:00:00-05:00,157.7446449494737,158.71240350744594,156.99946672512445,158.6446533203125,6389300,0.0,0.0,0.0
2024-03-04 00:00:00-05:00,158.5575570565285,159.38982999898667,158.5575570565285,158.9349822998047,5165000,0.0,0.0,0.0
2024-03-05 00:00:00-05:00,158.6736716207349,159.3607718060453,157.61880375618196,158.20913696289062,6260600,0.0,0.0,0.0
2024-03-06 00:00:00-05:00,159.07047328185803,159.65113433736386,158.61562556730408,159.10919189453125,6041100,0.0,0.0,0.0
2024-03-07 00:00:00-05:00,160.08660327443224,160.61887338276918,159.98014925276485,160.35757446289062,6407600,0.0,0.0,0.0
2024-03-08 00:00:00-05:00,160.80277326649124,161.34471572231507,159.95114096915415,160.17372131347656,9114500,0.0,0.0,0.0
2024-03-11 00:00:00-04:00,159.83499547544176,160.47371962177226,159.32208465797643,160.37693786621094,5503800,0.0,0.0,0.0
2024-03-12 00:00:00-04:00,160.6673074864287,161.09312368766297,159.91245686308656,160.79310607910156,6357900,0.0,0.0,0.0
2024-03-13 00:00:00-04:00,160.90920200595164,161.44147210810527,160.39629120755507,160.8704833984375,4644000,0.0,0.0,0.0
2024-03-14 00:00:00-04:00,160.91890010807447,160.98665029868965,158.42208112817303,159.42855834960938,7757600,0.0,0.0,0.0
2024-03-15 00:00:00-04:00,158.3930470226045,159.66080841576866,158.38337475273866,159.11886596679688,7973400,0.0,0.0,0.0
2024-03-18 00:00:00-04:00,159.69220060253937,160.09063294190403,159.07026358690962,159.55615234375,4712600,0.68,0.0,0.0
2024-03-19 00:00:00-04:00,159.53672157739686,160.54737855199565,159.41038574853476,160.5084991455078,5789400,0.0,0.0,0.0
2024-03-20 00:00:00-04:00,160.42104154428736,162.02446858862814,160.14894501346768,161.8787078857422,4925700,0.0,0.0,0.0
2024-03-21 00:00:00-04:00,162.61726151166363,163.43355114436912,162.44234865957654,162.98654174804688,6010900,0.0,0.0,0.0
2024-03-22 00:00:00-04:00,163.06427724511116,163.25862979113754,161.90785957825346,161.93701171875,3178700,0.0,0.0,0.0
2024-03-25 00:00:00-04:00,161.92727096150796,162.33541568522668,161.56770324468852,161.58714294433594,2903700,0.0,0.0,0.0
2024-03-26 00:00:00-04:00,162.09247222208936,162.2771122993813,161.37335161267504,161.43165588378906,3669800,0.0,0.0,0.0
2024-03-27 00:00:00-04:00,162.42288709159016,164.0263139991476,162.3354306773192,164.0166015625,5999200,0.0,0.0,0.0
2024-03-28 00:00:00-04:00,164.38588559012317,165.00782259749428,164.19153305559743,164.58995056152344,3728100,0.0,0.0,0.0
2024-04-01 00:00:00-04:00,164.81347636924656,164.88149308626654,163.49185832449524,163.61817932128906,4757200,0.0,0.0,0.0
2024-04-02 00:00:00-04:00,162.78243632684482,162.78243632684482,161.73291489491996,162.20909118652344,4598400,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,162.00502533168623,162.6755393170302,161.8786895180873,162.38401794433594,4442700,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,163.6376302639106,163.81255794339606,160.3530172149846,160.7320098876953,7150800,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,160.9166362961305,162.1216457614458,160.53764365570726,161.69406127929688,5697000,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,161.92729748648637,162.69499522463335,161.81067409764418,162.18966674804688,22497300,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,162.73388582295507,163.03513451089873,161.3636758279697,162.8310546875,5483600,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,160.53762383929381,161.11096894769912,159.47839002990509,160.06146240234375,7550600,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,160.35301480357953,160.59595920110348,158.9245005598867,159.9448699951172,6831200,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,158.93422143215625,159.30348681839627,156.97122662724874,157.4085235595703,6567600,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,159.0313839193941,159.1771594430938,155.51355407069929,156.04803466796875,9546700,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,155.8828475584944,156.00916856269134,154.70699014426592,155.18316650390625,7389600,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,155.94114621876253,156.06748204655338,154.3862961917093,154.8624725341797,8056700,0.0,0.0,0.0
